what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350420547061
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350420550072
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350420552095
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1350420552111
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350420555682
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1350420561380
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350420565240
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350420567036
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350420573126
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350420574800
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350420598803
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1350420641597
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350420642744
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350420645734
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350420649584
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350420710771
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350420710797
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350420714418
opened,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.callhierarchy.view",1350420745651
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.callhierarchy.view",1350420745683
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.call.hierarchy",1350420745750
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350420750238
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.callhierarchy.view",1350420750749
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350420750880
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350420778998
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350420781973
activated,perspective,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugPerspective",1350420784982
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350420785236
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1350420788372
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1350420788461
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350420790945
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1350420793329
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1350420797134
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1350420797206
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1350420797622
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1350420797982
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1350420798448
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1350420798878
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1350420799230
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1350420799702
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1350420800454
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350420806129
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350420810456
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1350420810893
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350420813138
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350420825764
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Terminate",1350420825909
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350420829613
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350420833839
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350420835005
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350420843011
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350420858843
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.editor",1350420858882
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1350420861442
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1350420861443
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1350420861448
activated,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1350420888509
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1350420888568
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1350420889919
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Terminate",1350420895581
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350420896977
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350420920144
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350420920173
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350420920645
activated,perspective,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.J2EEPerspective",1350420926268
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350420927287
started,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1350420927452
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1350420938656
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1350420940951
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421064009
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421065612
error,log,,,"Core exception while retrieving the content description",1350421066386
error,log,,,"Core exception while retrieving the content description",1350421066388
error,log,,,"Core exception while retrieving the content description",1350421066390
error,log,,,"Core exception while retrieving the content description",1350421066391
error,log,,,"Core exception while retrieving the content description",1350421066406
error,log,,,"Core exception while retrieving the content description",1350421066408
error,log,,,"Core exception while retrieving the content description",1350421066410
error,log,,,"Core exception while retrieving the content description",1350421066412
error,log,,,"Core exception while retrieving the content description",1350421066438
error,log,,,"Core exception while retrieving the content description",1350421066439
error,log,,,"Core exception while retrieving the content description",1350421066440
error,log,,,"Core exception while retrieving the content description",1350421066441
error,log,,,"Core exception while retrieving the content description",1350421066454
error,log,,,"Core exception while retrieving the content description",1350421066455
error,log,,,"Core exception while retrieving the content description",1350421066457
error,log,,,"Core exception while retrieving the content description",1350421066458
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421070688
error,log,,,"Core exception while retrieving the content description",1350421073288
error,log,,,"Core exception while retrieving the content description",1350421073289
error,log,,,"Core exception while retrieving the content description",1350421073291
error,log,,,"Core exception while retrieving the content description",1350421073292
error,log,,,"Core exception while retrieving the content description",1350421073303
error,log,,,"Core exception while retrieving the content description",1350421073305
error,log,,,"Core exception while retrieving the content description",1350421073306
error,log,,,"Core exception while retrieving the content description",1350421073307
error,log,,,"Core exception while retrieving the content description",1350421073332
error,log,,,"Core exception while retrieving the content description",1350421073334
error,log,,,"Core exception while retrieving the content description",1350421073335
error,log,,,"Core exception while retrieving the content description",1350421073336
error,log,,,"Core exception while retrieving the content description",1350421073347
error,log,,,"Core exception while retrieving the content description",1350421073348
error,log,,,"Core exception while retrieving the content description",1350421073350
error,log,,,"Core exception while retrieving the content description",1350421073351
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421074141
error,log,,,"Core exception while retrieving the content description",1350421075804
error,log,,,"Core exception while retrieving the content description",1350421075806
error,log,,,"Core exception while retrieving the content description",1350421075808
error,log,,,"Core exception while retrieving the content description",1350421075810
error,log,,,"Core exception while retrieving the content description",1350421075824
error,log,,,"Core exception while retrieving the content description",1350421075826
error,log,,,"Core exception while retrieving the content description",1350421075827
error,log,,,"Core exception while retrieving the content description",1350421075829
error,log,,,"Core exception while retrieving the content description",1350421075868
error,log,,,"Core exception while retrieving the content description",1350421075871
error,log,,,"Core exception while retrieving the content description",1350421075873
error,log,,,"Core exception while retrieving the content description",1350421075874
error,log,,,"Core exception while retrieving the content description",1350421075887
error,log,,,"Core exception while retrieving the content description",1350421075889
error,log,,,"Core exception while retrieving the content description",1350421075891
error,log,,,"Core exception while retrieving the content description",1350421075893
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421076336
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1350421078630
